8034	8034
8032	8032
8039	8039
8038	8038
12589	12589
12582	12582
12581	12581
12587	12587
12585	12585
44916	44916
13989	13989
11768	11768
13985	13985
13986	13986
13980	13980
13981	13981
13982	13982
13983	13983
11769	11769
22742	22742
38977	38977
13678	13678
43338	43338
13672	13672
13673	10260
13671	13671
13676	13676
13677	13677
13674	13674
43331	27748
16003	16003
16001	16001
16006	16006
38970	38970
16004	16004
16008	16008
5860	27869
5862	5862
17359	17359
17355	17355
17357	17357
17356	17356
17352	17352
19589	19589
19586	19586
19587	19587
19584	19584
19585	19585
19583	19583
19580	19580
19581	19581
31837	31837
20869	20869
60783	60783
20867	20867
20866	20866
20861	1421
20860	20860
20863	20863
20862	20862
5934	5934
45639	45639
7945	7945
9193	9193
9192	9192
9195	11985
7941	7941
7942	7942
7943	7943
9199	9199
9198	9198
7949	7949
42176	42176
42175	42175
16918	16918
42171	42171
16915	16915
16917	16917
16910	13459
16911	16911
16912	16912
12208	12208
12209	12209
12204	12204
12205	12205
12201	12201
29358	29358
10518	10518
10510	10510
10511	10511
10516	10516
10517	10517
10514	10514
8866	1810
8864	8864
8865	8865
21408	21408
21409	21409
8861	8861
21404	21404
21407	21407
21400	21400
21401	21401
21402	21402
21403	21403
37437	37437
26835	26835
26838	26017
26839	26839
37435	37435
24579	24579
24578	24578
24577	24577
24575	24575
24574	10026
24573	24573
24572	24572
24570	24570
28409	28409
28403	28403
28402	28402
28401	28401
28400	28400
28407	28407
28404	28404
34327	34327
50337	9447
18021	18021
35059	35059
35056	35056
35054	35054
35052	35052
35050	35050
23718	23718
23719	13649
23716	23716
23714	23714
23712	23712
23713	23713
23710	23710
23711	23711
27009	27009
27006	12559
27004	27004
27005	27005
27002	27002
27000	27000
27001	27001
32589	32589
32588	32588
32581	32581
32580	32580
32583	32583
32582	32582
32585	14261
32584	32584
32587	32587
9942	9942
9943	37746
35586	35586
9941	15075
35581	35581
9944	9944
9948	9948
35589	35589
32057	32057
32056	32056
32055	32055
32054	32054
32053	32053
32050	32050
32059	32059
32058	32058
25715	25715
25717	25717
25712	23593
21875	21875
21874	21874
21877	21877
21871	21871
21870	21870
21873	21873
21872	21872
21879	21879
21878	21878
26066	26066
26065	26065
26064	26064
26063	26063
26060	26060
26068	26068
33577	33577
36778	36778
36779	29425
36776	36776
40962	40962
36774	36774
36775	10367
36773	36773
36770	36770
36771	36771
14668	14668
14669	14669
18569	18569
18568	18568
33729	33729
18563	18563
14661	14661
14662	14662
33725	33725
14664	14664
18566	18566
14666	14666
33721	12637
38609	38609
38602	38602
38604	38604
38606	38606
33574	33574
49533	49533
27829	16810
27824	27824
27825	2473
27822	27822
797	797
794	794
791	19746
46231	19689
798	798
42754	42754
15139	15139
15138	15138
15133	15133
15132	15132
15131	15131
15134	15134
31765	31765
39559	39559
39558	39558
31762	31762
31763	31763
39553	2840
39550	39550
31769	31769
39555	39555
33895	33895
33896	33896
33890	33890
33891	33891
33893	33893
34045	34045
34043	34043
34040	34040
34041	34041
34048	34048
34049	34049
31492	31492
31493	31493
31491	31491
31496	31496
31494	31494
31495	31495
31499	31499
47251	47251
47254	28472
4760	4760
4763	10495
4765	4765
4764	10973
4768	4768
19749	19749
19740	19740
19742	19742
19743	19743
19746	19746
19747	19747
16184	16184
42372	42372
42375	42375
42377	42377
42378	42378
10355	10355
10357	10357
10353	10353
6259	6259
6258	6258
6257	6257
8548	8548
42995	42995
42997	42997
42996	42996
42991	42991
42990	42990
8547	8547
833	833
8546	8546
836	836
837	837
834	834
835	835
838	838
839	839
45345	45345
25515	25515
5248	5248
1727	12559
5247	5247
5241	5241
49735	49735
40261	40261
40263	40263
40264	40264
14303	14303
14302	14302
14301	12081
14300	14300
14307	14307
14306	14306
14304	14304
14308	14308
45966	45966
17968	17968
17962	17962
17960	17960
17961	14948
9457	9457
12480	12480
12464	12464
12465	12465
12466	12466
12460	12460
12461	12461
12462	12462
12463	12463
7777	7777
7776	7776
7775	7775
7774	7774
7771	7771
7770	7770
7778	7778
19267	19267
19265	19265
19268	19268
46088	46088
2550	2550
2555	2555
2556	2556
11476	11476
11477	11477
11474	11474
11472	11472
11473	11473
43101	43101
43102	43102
43105	43105
43104	43104
11478	11478
11479	11479
46552	46552
17149	17149
17145	17145
17147	17147
17142	17142
918	918
9548	9548
9549	9549
915	915
914	914
917	917
9545	9545
9542	9542
9543	9543
9540	9540
9541	29906
22944	18789
27594	27594
27595	27595
27596	27596
27597	27597
27592	27592
27599	27599
48014	48014
48015	48015
49232	49232
29258	29258
29255	29255
29254	29254
29257	29257
29256	29256
29251	29251
29250	29250
29252	29252
34281	34281
34282	34282
34285	34285
34287	34287
34288	34288
37888	37888
37885	37885
37883	37883
37882	37882
37880	37880
26647	26647
26643	26643
26642	16810
26641	26641
26640	26640
26648	26648
50304	50304
23039	23039
23038	23038
23037	23037
23035	23035
23033	23033
23032	23032
23030	23030
22349	22349
22347	22347
22344	22344
22345	22345
22342	22342
22343	22343
22341	22341
30613	30613
28618	28618
28619	28619
28612	28612
28611	28611
28616	11288
28617	28617
28615	28615
35621	35621
35625	35625
35627	12110
23692	23692
23691	23691
23696	23696
23694	23694
23699	23699
32939	32939
25698	25698
25690	25690
25695	10521
25697	1059
23969	23969
23968	23968
23961	11670
23960	23960
23965	11128
23967	23967
27279	27279
27271	27271
27273	27273
25526	25526
25525	25525
25524	25524
25523	25523
198	198
25521	25521
194	194
191	191
193	193
192	192
38129	11266
39840	39840
39843	39843
39842	39842
6823	6823
39846	39846
39849	39849
39848	39848
44302	44302
6825	6825
13790	13790
31446	31446
37410	37410
37413	16810
31441	31441
37418	37418
37419	37419
13794	13794
3452	3452
3453	3453
3456	3456
3457	3457
3455	3455
31442	31442
42149	42149
41339	41339
41330	41330
41331	41331
41332	41332
41333	41333
41334	41334
41336	41336
40069	40069
40068	40068
40063	40063
40062	40062
40060	40060
40066	40066
40064	37248
14145	14145
14146	14146
14141	14141
14140	14140
14143	14143
6967	6967
15818	15818
15819	15819
15813	15813
15814	15814
15815	15815
15816	15816
15817	15817
18673	18673
33257	33257
33918	33918
14499	14499
14498	14498
14493	14493
14492	14492
14491	14491
18331	10114
18336	18336
18337	18337
33917	10495
14494	14494
38039	38039
38032	38032
38031	14263
14357	14357
38034	38034
37910	37910
47591	47591
41492	41492
19130	19130
15368	15368
15362	15362
17913	17913
15360	15360
6470	6470
15366	15366
15367	15367
15364	15364
15365	15365
31516	31516
31514	31514
31519	31519
31518	31518
19469	29993
19464	19464
19467	19467
19466	19466
19461	19461
19460	19460
47291	47291
39070	39070
39071	39071
39076	15813
4045	4045
4047	4047
4040	4040
4042	4042
4048	4048
43744	43744
46717	13818
17434	12169
17436	17436
17430	17430
17432	10114
17433	15318
17438	17438
38859	10614
38851	15624
38850	38850
38855	38855
38857	38857
20124	20124
20125	20125
20126	20126
20127	20127
20120	20120
20121	13649
20122	11985
20123	20123
20129	20129
48116	48116
41072	41072
41071	41071
41070	41070
41077	41077
12981	12981
41075	41075
41074	41074
41079	41079
41078	41078
14800	14800
14801	14801
14803	14803
14804	14804
14805	14805
14806	14806
11875	11875
14808	14808
14809	14809
11879	11879
7978	7978
1680	1680
1683	1683
1682	1682
1687	1687
29989	29989
29988	29988
29980	29980
29982	12783
29985	29985
29984	29984
29986	29986
28051	28051
28058	28058
28059	28059
19792	15791
19790	19790
42560	11397
16568	16568
319	319
318	10114
313	313
317	317
315	315
16567	16567
19798	19798
25321	25321
25322	25322
25324	25324
25327	25327
25329	25329
25328	25328
7970	7970
6932	6932
6933	6933
6930	6930
28356	28356
6936	6936
8129	8129
2293	2293
2292	2292
2290	2290
2297	2297
2296	2296
28355	28355
8124	15955
10916	10916
6811	6811
10912	10912
10910	10910
6813	6813
26757	26757
16428	16428
16429	16429
16424	16424
16425	16425
16426	16426
16427	16427
16421	1059
16422	16422
21318	21318
21319	21319
49247	49247
21310	21310
21311	21311
22959	22959
22958	22958
22953	22953
22952	22952
22950	22950
22957	22957
22956	22956
22955	22955
22954	22954
2743	10505
2742	2742
2745	2745
2749	2749
2748	2748
24145	24145
24142	24142
42693	42693
24141	24141
42696	42696
3048	3048
3041	3041
3042	3042
3045	3045
21077	21077
3047	3047
27419	27419
27418	27418
21076	10521
19865	19865
27412	27412
27415	27415
27414	27414
27417	27417
27416	27416
19866	19866
29048	29048
29049	29049
29044	29044
29045	29045
29042	29042
29043	29043
30912	30912
30914	30914
30915	30915
30916	30916
30917	30917
31066	31066
31065	31065
31064	31064
31062	1988
3959	3959
3953	3953
3952	3952
3950	3950
3957	3957
3956	3956
3955	3955
34749	34749
34743	18499
34742	34742
34745	34745
34744	34744
34746	34746
35294	35294
35296	35296
35297	35297
35290	35290
35292	35292
35298	35298
35299	35299
24441	24441
24440	1962
24445	24445
24444	24444
24449	24449
24448	24448
22139	22139
22130	22130
22135	22135
22134	22134
22136	22136
32747	32747
51644	51644
32745	32745
32744	32744
32743	32743
32741	10114
32749	32749
32748	32748
4453	4453
4452	4452
4450	4450
4457	4457
4456	4456
36247	36247
36245	36245
36242	36242
36243	36243
36241	36241
41275	41275
41276	41276
41271	41271
42891	42891
42892	42892
42893	42893
42896	42896
42897	42897
39651	11288
39652	39652
39653	39653
39654	39654
39656	39656
39657	39657
39659	39659
37599	37599
37598	37598
18819	18819
33038	33038
33036	33036
37590	37590
37593	37593
33035	33035
37595	37595
18815	18815
37596	37596
7128	7128
7127	7127
7124	7124
7125	7125
7122	7122
7123	7123
7120	7120
37627	37627
37626	36408
37622	1059
37621	37621
37628	37628
590	590
593	593
592	592
595	360
8618	8618
597	597
598	598
40639	40639
40632	40632
40633	10288
40636	40636
40634	40634
47940	47940
47942	47942
14758	14758
14759	14759
14754	14754
14757	14757
14751	14751
14752	14752
14753	14753
13904	13904
13906	13906
13907	13907
13900	13900
13901	13901
13902	13902
13908	13908
13909	13909
18106	18106
18101	18101
18100	18100
18102	18102
18108	18108
5579	5579
5577	13253
5576	13253
5575	5575
5573	5573
5572	5572
5570	5570
30076	30076
38268	38268
38269	38269
30072	30072
30071	30071
30070	30070
38263	35153
38267	38267
30079	14335
31307	31307
31304	31304
28354	28354
31303	31303
31300	31300
31301	31301
31308	31308
47367	47367
11229	11229
47369	15624
11222	11222
11221	11221
11220	11220
19058	19058
19050	19050
19051	19051
19054	19054
19056	19056
19057	19057
13687	13687
39137	39137
39132	39132
39138	39138
42461	42461
42463	42463
42462	42462
42465	42465
16628	16628
42466	39441
16624	16624
16625	16625
16620	16620
12758	12758
12756	12756
12757	12757
12753	12753
12750	12750
9119	11985
16995	16995
16996	16996
16997	16997
16991	16898
16992	16992
16993	16993
9111	9111
9113	9113
9112	16677
16998	16998
16999	16999
9116	9116
12284	12284
12286	12286
12287	12287
12281	12281
21158	21158
12283	12283
21156	11985
21154	21154
21155	21155
12288	12288
12289	12289
21150	21150
21151	21151
21484	21484
21485	21485
21487	21487
21480	21480
42282	14800
21488	21488
21489	21489
46902	46902
10664	10220
10665	10665
10666	10666
10667	10667
10661	10661
10662	10662
13480	13480
13485	13485
10669	10669
37398	37398
13157	13157
20688	20688
13153	13153
13152	13152
13151	13151
13150	13150
20680	20680
20685	20685
20684	20684
13159	13159
10593	10593
10596	10596
10597	10597
10595	22595
10599	10599
20357	20357
20355	20355
20359	20359
29535	29535
29536	29536
29537	29537
29531	29531
29533	29533
34849	34849
30546	30546
11122	11122
1341	1341
1343	1343
1345	1345
1346	1346
50759	50759
8376	8376
8377	8377
8372	8372
8370	8370
22441	22441
22440	22440
22443	22443
22442	22442
22444	22444
22446	22446
26350	26350
26355	26355
26354	26354
26358	26358
32501	32501
32503	32503
32505	32505
32506	32506
32509	32509
3629	3629
3628	3628
3621	3621
3625	16570
3627	3627
3626	3626
6887	6887
6882	6882
8142	8142
24849	24849
24848	24848
24845	24845
24844	24844
24843	10260
24842	24842
24841	24841
2465	2465
2466	2466
2462	2462
2468	2468
36998	36998
9651	9651
9656	9656
9657	9657
9654	14246
36992	36992
36993	36993
9658	9658
36991	36991
36996	36996
36997	36997
36995	36995
37021	37021
37020	37020
37025	37025
37024	37024
37027	15261
37026	37026
37029	10220
37028	37028
4953	4953
40874	40874
40876	40876
29416	29416
12176	12176
3369	3369
12177	12177
3367	3367
3360	3360
3361	3361
3363	3363
30270	30270
30272	30272
30275	30275
30274	30274
30276	30276
4275	4275
4279	4279
4278	4278
46587	46587
35318	35318
35311	35311
35313	35313
35312	35312
35315	35315
35316	35316
23182	23182
23181	13649
23180	23180
23187	23187
23185	23185
30897	30897
30896	30896
30890	30890
30892	20464
30899	30899
30898	15255
25923	25923
25927	25927
25925	13253
25924	25924
25929	25929
23451	23451
23455	23455
23454	23454
30120	15246
10449	10449
6124	6124
6127	6127
6120	6120
6122	6122
6129	6129
29208	29208
42919	42919
42914	42914
42917	42917
42916	42916
42911	42911
42910	42910
42913	42913
42912	42912
38408	38408
38409	10342
38402	13518
38400	12908
37588	37588
38405	38405
33001	33001
33007	33007
33006	33006
36039	36039
36030	36030
36032	36032
36034	36034
36036	36036
33208	33208
14388	14388
18602	18602
14382	14382
14381	14381
14380	14380
14387	14387
14386	14386
33207	33207
14384	14384
39755	39755
39751	39751
39750	39750
39753	39753
35825	35825
41758	41758
39198	39198
12978	12978
12979	12979
12976	12976
12977	12977
12974	10439
12975	12975
41756	41756
12973	12973
12970	12970
7083	7083
7082	7082
7085	7085
7088	7088
8170	8170
8172	8172
8173	8173
8174	8174
8175	21329
8176	8176
8177	8177
8178	8178
15478	15478
15479	15479
6941	6941
6940	6940
15476	15476
15477	15477
6945	6945
6944	39339
40405	40405
40406	40406
40401	40401
40403	40403
40409	22046
47756	47756
28978	28978
28975	28975
28974	11466
28972	28972
28971	28971
28970	28970
13737	13737
13735	13735
13733	13733
13731	13731
13730	13730
13738	13738
11380	11380
11381	11381
11382	11382
43278	43278
11384	11384
11386	11386
11387	11387
11388	11388
43271	43271
43270	43270
43276	43276
43275	43275
43274	19309
19158	19158
19155	19155
19154	19154
19157	19157
19156	19156
19151	19151
43181	43181
43180	43180
43187	43187
43189	43189
43188	43188
42588	42588
42582	42582
43141	43141
46001	46001
42587	42587
7867	7867
7865	7865
7863	7863
7861	7861
40608	40608
7869	7869
7868	7868
42631	42631
42632	42632
42634	42634
42636	18800
42637	42637
43149	43149
16813	16813
16817	16817
16816	16816
12129	12129
12128	12128
12121	12121
12122	12122
12125	12125
12126	12126
10417	10417
10415	10415
10414	10414
10412	10412
24206	24206
10418	10418
8554	8554
9320	9320
9321	9321
9327	9327
9324	9324
9325	9325
21728	21728
8943	10220
8945	8945
8947	8947
21720	21720
21725	21725
21724	21724
21727	21727
21726	21726
26973	26973
26972	26972
26974	26974
26976	26976
26979	26979
49944	49944
1432	1432
1995	1995
1994	1994
1996	1996
2860	2860
2862	2862
2867	2867
2869	2869
28564	28564
28565	28565
28567	10026
28560	28560
28561	28561
28562	28562
24230	24230
24232	24232
1439	1439
24235	24235
24237	24237
34208	34208
34200	34200
34201	34201
34202	10115
34203	34203
34204	34204
34205	34205
35158	35158
35153	35153
35152	12110
35150	35150
35157	35157
35156	35156
35154	35154
28692	28692
28693	28693
28691	1810
28696	28696
28697	28697
28694	28694
23618	23618
23612	23612
51478	51478
23610	23610
23616	23616
23615	23615
27763	27763
27760	27760
27767	27767
27766	27766
32310	32310
32311	32311
32312	32312
32313	32313
32314	32314
32315	32315
32316	13149
25613	25613
26499	26499
25615	25615
25617	25617
25616	25616
26492	11948
26493	26493
26490	26490
26491	26491
26496	26496
26494	26494
26495	26495
26140	26140
26141	26141
26142	26142
26143	26143
26144	26144
26147	26147
26148	26148
2050	2050
2053	10973
2052	2052
2055	2055
2057	2057
4826	4826
4822	4822
4823	4823
33443	33443
33442	33442
33440	33440
33447	33447
33445	33445
33444	33444
30069	30069
36541	36541
36542	36542
36547	36547
36546	36546
36549	36549
34949	34949
34948	34948
34945	34945
34943	34943
34941	34941
34940	34940
18447	18447
18440	18440
18441	18441
18443	18443
18448	18448
18449	18449
15674	15674
15675	15675
15670	15670
15672	15672
44228	44228
11239	11239
33991	33991
33990	33990
33993	33993
33992	33992
33994	33994
33999	33999
47372	11918
39342	39342
39343	39343
39341	39341
39346	39346
39347	39347
39348	39348
31599	31599
31597	16898
31596	31596
31595	31595
31593	31593
31592	31592
31591	31591
33524	33524
47517	47517
33526	33526
33527	33527
33520	33520
33522	33522
33808	33808
6977	6977
42033	42033
42030	42030
42031	42031
42037	42037
42034	29079
42035	42035
42039	42039
6680	6680
6682	6682
6683	6683
6684	6684
6687	6687
6354	6354
6355	6355
6352	6352
6353	6353
6350	6350
6358	6358
6359	6359
10169	10169
10166	10166
10165	10165
10164	10164
10163	10163
10162	10162
10161	10161
10160	10160
14882	14882
14883	14883
45262	45262
44138	44138
1600	1600
1603	14501
1602	11943
1607	1607
40309	40309
40301	40301
71179	71179
40304	40304
40305	40305
5476	5476
5477	5477
5472	10788
14269	14269
5470	5470
14264	14264
14265	10261
14266	14266
14267	14267
14261	10026
5478	5478
14263	14263
45887	45887
29901	29901
29903	29903
29902	29902
29905	29905
29904	29904
29907	29907
29906	29906
29909	29909
47650	47650
29129	29129
7549	7549
42471	42471
7541	7541
7542	7542
7544	7544
7547	7547
19348	19348
19349	19349
16139	16139
16136	16136
19345	19345
16134	16134
19347	19347
19340	19340
19341	19341
16130	16130
16131	16131
10999	10999
10996	10996
10997	10997
10994	10994
10990	10990
2212	2212
2210	2210
2216	2216
2215	2215
43028	10220
43029	10114
43023	43023
43020	43020
43021	10128
43027	43027
43024	12110
46217	46217
11649	11649
11641	11641
11640	11640
11643	11643
9422	9422
11645	11645
11644	11644
17777	17777
17776	17776
17772	17772
17779	15003
17778	17778
27948	27948
27942	27942
27941	27941
27947	27947
27946	17310
27944	27944
21394	21394
42774	1068
42777	42777
42776	42776
42771	42771
42770	42770
42773	42773
21393	21393
21398	21398
21399	21399
20447	20447
27490	27490
20445	20445
20444	20444
20443	20443
27497	27497
27496	10973
27499	10124
27498	27498
20449	20449
48118	10001
9289	9289
9288	9288
9285	9285
9287	10695
9286	9286
9281	9281
9280	9280
9283	9283
10207	10207
10204	10204
10205	10205
10202	10202
10203	10203
10200	10200
10201	10201
24018	24018
37968	37968
9108	9108
37961	37961
37962	37962
30998	30998
30999	30999
34438	34438
34433	34433
34432	34432
30994	25578
34435	34435
34434	34434
26721	26721
50267	50267
50260	50260
26725	18161
26726	26726
26728	26728
26729	26729
2988	2988
24375	24375
24377	24377
24376	24376
24370	24370
24373	24373
2984	2984
9106	9106
28717	28717
28715	28715
28713	28713
28712	28712
9104	9104
28718	28718
438	438
439	439
437	437
434	10260
435	40154
430	430
431	431
32871	32871
32873	32873
32872	32872
32875	32875
32874	32874
32877	32877
32876	32876
32878	32878
35470	35470
35471	35471
35473	35473
35475	35475
35477	35477
23808	23808
23809	23809
42181	42181
23802	23802
23803	23803
23800	23800
23801	23801
23806	23806
23804	23804
23805	23805
27132	27132
27133	27133
27131	27131
27136	27136
27135	27135
25400	25400
25401	12559
25402	25402
25403	25403
25404	25404
25405	25405
25406	25406
25407	25407
25408	25408
32295	32295
32297	32297
32291	32291
32290	32290
32299	32299
32298	32298
28656	28656
24768	24768
39963	39963
39960	39960
39961	39961
39964	39964
32123	32123
32122	32122
32120	32120
32127	32127
32126	32126
32125	32125
26265	26265
26264	26264
26267	26267
26260	26260
26262	26262
28659	28659
26269	26269
37510	37510
37512	37512
37515	37515
37514	37514
37519	37519
37518	37518
2154	2154
4980	11113
2157	2157
2150	2150
2152	2152
2158	2158
2159	2159
14068	14068
14069	14069
14067	14067
14062	14062
14063	14063
3248	3248
3243	3243
3242	3242
3247	3247
3244	3244
14117	14117
31285	31285
38774	38774
4313	4313
38770	38770
30560	10220
30563	30563
30565	30565
30564	30564
30566	30566
13498	13498
40144	40144
40145	40145
40140	23576
40141	40141
40148	40148
40149	40149
18189	18189
47492	35313
18185	18185
18187	18187
18186	18186
18181	18181
18183	18183
13492	13492
518	518
43337	43337
512	512
516	516
43335	43335
43332	43332
33492	33492
15007	15007
6537	6537
30387	30387
15004	15004
15003	15003
15002	15002
15001	15001
30382	30382
14116	14116
30388	30388
15008	15008
33496	33496
18475	18475
18907	18907
6547	6547
18471	15780
6546	6546
35808	35808
31388	31388
31389	31389
31386	31386
31387	31387
35803	35803
31382	17914
35804	15886
35806	35806
4166	4166
4165	4165
4163	4163
4161	4161
4160	4160
9940	9940
4169	4169
4168	4168
8648	8648
8647	8647
43551	43551
19635	19635
19630	19630
19632	19632
19633	10260
19638	19638
19639	19639
17571	17571
17570	17570
17572	17572
17575	17575
17574	17574
17577	17577
17578	12683
41958	41958
13400	13400
13402	10763
13404	12970
13406	13406
13409	13409
13408	13408
41955	41955
41956	15743
46459	46459
20601	20601
20603	20603
20602	20602
20605	20605
20606	20606
20609	20609
42209	14800
46985	46985
42207	42207
42206	42206
42201	42201
42202	42202
7368	7368
7369	7369
7360	7360
7361	7361
7365	7365
7366	7366
11939	11939
11938	11938
11937	11937
11935	11935
11934	11934
11931	11931
11930	11930
15948	15948
15942	15942
15943	15943
15940	15940
15946	15946
15947	15947
15944	10026
38063	38063
1039	1039
1033	1033
1030	1030
1031	1031
1037	1037
1034	1034
11068	11068
28269	28269
28268	28268
28267	28267
28266	28266
11062	11062
28263	28263
11064	11064
28261	28261
28260	28260
8660	8660
8661	8661
17898	17898
17899	17899
8664	8664
8665	8665
8666	8666
17892	17892
17890	17890
17891	17891
17896	17896
17894	17894
36367	36367
51001	1289
51000	51000
28843	28843
28842	28842
28840	28840
28846	28846
28845	28845
8084	8084
8085	8085
8086	8086
8087	26253
8080	8080
8081	8081
8082	8082
8088	8088
8089	8089
25178	25178
25170	25170
25173	25173
25174	25174
25176	25176
25177	25177
10813	10813
10811	10811
10817	10817
10816	10816
10814	10814
10819	10819
16309	16309
16308	16308
16301	16301
16303	16303
16305	16305
2397	2397
2395	2395
2390	2390
21211	21211
21210	21210
21213	21213
21214	21214
21217	21217
1858	1858
1859	1859
1852	1852
1854	1854
1856	1856
1857	1857
9190	9190
36912	36912
36913	36913
36910	36910
36911	36911
36917	36917
7940	7940
9197	9197
48704	48704
42173	42173
605	605
23109	23109
601	601
603	603
23103	23103
23101	23101
23100	23100
609	609
23106	23106
23105	23105
30819	30819
30818	30818
30814	30814
30817	30817
30813	30813
29677	29677
29676	29676
26887	10367
29674	29674
26881	26881
26883	26883
31143	10220
31145	31145
31147	31147
34669	34669
34662	34662
34663	34663
34660	34660
34666	34666
34667	34667
35391	33462
35390	35390
35392	35392
35395	35395
35396	25817
35399	35399
6488	6488
6489	6489
6480	6480
6487	6487
28106	28106
28104	28104
3855	10260
3852	3852
3853	10260
3850	3850
28101	28101
24653	24653
24650	24650
24651	24651
24656	24656
28108	28108
24655	24655
38954	38954
22761	22761
38956	38956
38957	38957
22765	22765
22766	22766
22767	22767
22768	22768
22769	22769
38958	38958
35531	35531
35530	35530
35532	35532
35539	35539
31858	31858
31859	31859
31850	31850
31851	31851
31856	31856
31857	31857
32620	32620
32623	32623
32624	32624
32627	32627
32628	32628
32629	32629
38483	38483
38480	38480
38486	38486
38484	38484
16326	16326
4558	4558
4559	4559
4556	10147
4554	4554
4552	4552
29352	29352
4550	4550
4551	4551
16321	16321
19814	19814
27305	27305
27304	27304
27307	27307
27301	27301
27300	27300
27308	27308
25231	25231
25237	25237
25236	25236
25234	25234
8862	8862
25239	25239
25238	25238
8868	8868
33179	33179
33178	33178
33173	33173
33172	33172
33171	33171
33170	33170
33177	33177
30483	30483
30480	30480
30481	30481
30487	30487
30485	30485
7008	7008
7001	7001
7003	7003
7004	2048
7006	7006
18682	18682
18680	18680
18681	18681
37704	37704
18687	18687
33286	33286
37708	37708
33288	33288
18688	18688
18689	18689
41424	10664
41426	41426
41427	41427
740	740
744	744
747	747
748	748
47867	47867
47865	47865
14597	14597
40488	40488
40487	10495
40481	40481
33825	33825
33824	33824
18024	18024
33826	33826
18022	18022
18023	18023
18020	18020
14560	14560
33829	33829
33828	33828
18028	18028
14568	14568
38105	33711
38104	38104
38100	38100
38109	38109
30731	12978
30737	30737
31463	31463
31461	31461
31460	31460
31467	12908
31466	31466
31464	31464
31469	10001
11308	11308
5742	5742
5744	5744
11300	11300
11301	11301
11303	11303
11305	11305
11306	11306
11307	11307
47138	47138
47131	43744
15214	15214
15212	15212
15213	15213
15211	15211
14591	14591
15218	15218
15219	15219
39276	39276
39274	39274
39273	39273
39278	39278
42502	42502
16548	16548
42506	42506
42504	42504
42505	42505
16542	16542
42508	42508
16540	16540
16547	16547
16546	16546
16545	16545
12659	10763
12658	12658
12653	12653
12652	12652
12651	12651
12650	12650
12655	12655
12654	12654
19847	19847
19846	19846
19845	19845
19844	19844
16895	16895
19842	19842
19841	19841
16896	16896
16898	16898
19849	19849
19848	19848
21059	21059
21051	21051
21057	21057
21056	21056
21054	21054
49675	49675
45572	45572
41859	41859
45575	45575
41855	26520
41857	41857
41856	17924
41850	41850
41853	41853
1919	1919
1911	1911
1913	1913
1917	1917
13211	13211
13214	13214
33957	33957
10498	10498
