"B11.c","Ba138.c","Li7.c","Mg24.c","Mn55.c","Pb208.c","Sr88.c","Zn66.c","B11.e","Ba138.e","Li7.e","Mg24.e","Mn55.e","Pb208.e","Sr88.e","Zn66.e"
0.0141812323977157,0.310596610150981,0.0384273731094215,0.822293851436412,0.472441529594224,0.0118442266137589,0.572077719637199,0.400680779088899,0.0656406110266781,0.283184214501587,0.419528522184101,0.429225167042003,0.0136285986503821,0.0138954923246578,0.338951182411901,0.39596594595375
0.0151421804932509,0.0759955328669722,0.0268840525904059,0.818717777003624,0.479426712570536,0.0436477032712845,0.647143734061055,0.752479597376219,0.0647407727341604,0.155113984713648,0.32569862632651,0.495438994718404,0.0871942873073916,0.0132153693634721,0.488291176320617,0.37788659086246
0.0191213272955466,0.0665835442750251,0.0369249211002486,0.771447714377906,0.300435275424239,0.0141209383400381,0.716191366134963,0.238130254764982,0.0562693314109984,0.486610280402131,0.439244323119225,0.594296725668041,0.0736114023187508,0.0136655726742344,0.400961924575815,0.26457889051504
0.0156311889295096,0.120360881367667,0.0422144989157589,0.864288747569461,0.437826010661064,0.0149755402571043,0.619928566186898,0.49709159091374,0.0606825823919487,0.262975286924636,0.44207314081837,0.653707233555162,0.0725140236656071,0.0160440533920858,0.448007778159005,0.558970548341864
0.0334305115320006,0.118879500371647,0.0344917689617982,0.832373711085127,0.149034453222623,0.00855485677187586,0.61442970614881,0.218147719850153,0.0882382746096166,0.189972763546071,0.367459288249992,1,0.152487510762552,0.00488033886280873,0.308613487314756,0.487313931973601
0.0165674844076598,0.0960573721527424,0.0310885516637589,0.836781248994732,0.099865374663579,0.0104638489576087,0.737050379449196,0.29707105219903,0.138969155984147,0.187263729875288,0.474629115915887,0.583727994906108,0.0290392703163432,0.0102823629313241,0.481231865015938,0.450130434281665
0.0162907895722291,0.126220851825761,0.0491097974566288,0.801530821911626,0.382588313174315,0.0124163909978751,0.730964316506596,0.787707987472195,0.0787823651594752,0.14701861894884,1,0.441929195876271,0.0280059345554935,0.00611340240989213,0.386496746144502,0.395727290714937
0.0332141279753773,0.155212617392312,0.0397070782690455,0.630132278306234,0.286592668600701,0.0222816939840702,0.728918126068619,0.570096419107518,0.0548529912451791,0.162929939870598,0.387130329894844,0.818500129566303,0.111226976253107,0.0156467975063024,0.384002203664802,0.568869326926585
0.0245993161014324,0.0586343695002374,0.0443938355475481,0.683808029192067,0.256470330509862,0.027872192037978,0.796452018692744,0.43863004646759,0.085559152449579,0.0697114258660316,0.539262421671975,0.599842891891153,0.0442251204380786,0.0098363484059146,0.411867391558709,0.231004159784396
0.020309901028796,0.0627426504428988,0.0271552295596593,0.810665435755565,0.140938549764268,0.0532181116712518,0.584133841222353,0.579816054423468,0.0430895922010996,0.212751774407738,0.303659898264254,0.525326757571072,0.0493616297754928,0.0294110303783736,0.427537439660828,0.714650505390853
0.0234429268181494,0.0792754456457112,0.0335319814348366,0.77230838648643,0.279622103687156,0.0426198471129057,0.713477302891116,0.506843521139482,0.0362958922258027,0.268363448688213,0.296015069161799,0.355060528711136,0.0308723462413868,0.00960109586632251,0.363723826439103,0.255212473139213
0.0226332204605747,0.212385027448835,0.0528261054232204,0.774743062533526,0.736325139576424,0.0634324260307024,0.756983448708293,0.627226653720578,0.0884925073872372,0.163746506528414,0.149879182961002,0.332770752333512,0.00926277423791966,0.029561639206736,0.416886348822804,0.413206801263437
0.0142453725805137,0.0525413453171933,0.0851705407459253,0.740217852441758,0.297245116833243,0.0103583500858435,0.634892149450308,0.296486145998733,0.0543988658233995,0.24088192889192,0.406903563358148,0.37671566596354,0.0459435630952541,0.0112732208976617,0.557506707319041,0.265882151024952
0.0307092816521996,0.077638282214038,0.0387561002590644,0.750484028701288,0.212264675799404,0.017697475441162,0.74557062483331,0.366813189991085,0.0753274462350266,0.174155188074971,0.438367350665162,0.359620467590424,0.0149790268279053,0.0149029958577688,0.675224808222729,0.259359156060383
0.0111833856942163,0.104650764525816,0.0362125831103833,0.851183118191285,0.210440724094051,0.00995546386660952,0.724146389027308,0.228432379552377,0.0520619386071682,0.397152103313843,0.328223792780463,0.42055780821161,0.0142731444832302,0.0169246481013029,0.689035303295662,0.319042617599018
0.0141075778773381,0.0645126890463386,0.0277310930570168,0.623590605010233,0.156066861328981,0.00111604425287701,0.673917428057551,0.291683526010002,0.0419793807208755,0.272713935963538,0.226595860905666,0.327024783103282,0.0237460355150803,0.00450505645499565,0.605412973317949,0.31229762295839
0.0301390192851671,0.196695178738415,0.0265582179301944,0.774534779759271,0.355142777690275,0.00947144740872312,0.589575792332717,0.301130125217878,0.0341890538488668,0.0934747166908096,0.115385932192485,0.252788625449365,0.00903414602188603,0.000380377776620505,0.50860319937913,0.115669701335605
0.0322136808290316,0.184949217103044,0.0252026094690002,0.752015024349491,0.407187383053052,0.00193484401760533,0.544908050914257,0.298586468506515,0.114313543843004,0.33199666921276,0.235836469630375,0.365266727497909,0.108889242174004,0.0110612377087295,0.673572114761687,0.370628918188002
0.031129627146152,0.0940657727930934,0.0395563074779056,0.755004264745854,0.198936419732818,0.000871023636657584,0.755050399015205,0.228047788831968,0.0375224345141095,0.214027128817282,0.0816016283082638,0.357131997955803,0.0709701386702777,0.000429327653323881,0.838040075774973,0.0803412905981711
0.0321009002906169,0.0628907233163563,0.0327731190947071,0.791828094627166,0.156446891097187,0.00744884538816668,0.638813469034872,0.243074431120153,0.103254615584859,0.168489126252978,0.032834772493632,0.405467804001466,0.0150097930375744,0.0051846342690249,0.621141676294512,0.247770155527677
0.0365425893917667,0.0654782686649458,0.031450079095605,0.59463619441946,0.156214128197526,0.000566235081969934,0.685819968134815,0.166374544747902,0.0983257855754846,0.2989353644569,0.324936231655462,0.651269291051619,0.0201171269964536,0.000285535860818511,0.417844755924385,0.131349071241571
0.0149436616233559,0.0480711665516037,0.0413010491306333,0.741549641096027,0.155862175048458,0.00169159359951321,0.642136050553022,0.1566604899515,0.0481710360250171,0.181685365239608,0.0810959685512494,0.407204361362654,0.0237289536717196,0.000828284346085298,0.547774076488836,0.452967202460073
0.0321852727899357,0.082913874143211,0.0538716316447457,0.769477042304793,0.169529083979454,0.000338884195978983,0.651661879731944,0.217624468348668,0.0918331895807773,0.268391168095681,0.342010253639148,0.435645901489723,0.0169852772013326,0.00021506372371725,0.719235625436472,0.169459012484118
0.0307807843995093,0.15976680366002,0.0414972693628079,0.961120027251579,0.266002224390151,0.000536486928055176,0.66438216289191,0.481819370725004,0.0774156950508496,0.309326924886833,0.389645951013904,0.380962454962184,0.0232940550321678,0.000260486648250096,0.587850345312899,0.133632146429066
0.0302648276211328,0.109022472574606,0.0386453967785371,0.740857872455031,0.236360737969975,0.00083265770092301,0.722644082606254,0.226904952858606,0.0437966135152156,0.363863258870777,0.0768355703629632,0.249582533079428,0.0235341255824961,0.000405218803303428,0.62755362573239,0.141179156980231
0.0287670987709565,0.349945281918391,1,0.803278342119791,0.633829204859088,0.00257895442775372,0.681930290260788,0.166263093009351,0.0587351850465199,0.254798778916499,0.378923290807214,0.44165314396214,0.0369755792033069,0.00462883312727958,0.505924528021561,0.173585959404735
0.0225646536478113,0.139444437575305,0.0363596717656518,0.418431002937021,0.285925302499268,0.0841361892256255,0.898751136252888,0.242988216353148,0.0185050180636957,0.153338512171079,0.00130235342614649,0.154095037883755,0.022340073674147,0.0222146765193044,0.574184880069355,0.0921134691341604
0.0234545597465125,0.13952829314323,0.037739342013802,0.598278972553295,0.139549925360598,0.0677612498325859,0.562572963004241,0.263117151589949,0.0411659611186862,0.220658804796923,0.165095047341468,0.233064033545807,0.0385631589706944,0.033172293066624,0.589058917802771,0.10668394130495
0.0117956065239289,0.170017304797322,0.0343019749030419,0.711221827733913,0.439168171076916,0.000430091314249954,0.800683076697305,0.236528712772852,0.0430882663634397,0.376550466962264,0.0844718211180617,0.271372835546429,0.0131152908730462,0.000285029826296388,0.836624285074706,0.0865037881221644
0.0173589722150231,0.300365327863659,0.0334440094360016,0.661329655045111,0.51855387234312,0.00914198377778467,0.808861018926013,0.249914805108544,0.0796233363703733,0.460793894016994,0.0574975931004944,0.378525823029556,0.0193458961809095,0.00487408730082567,1,0.103664323229779
0.024501584103044,0.116872308401471,0.0309765994824097,0.724177631086834,0.431542170053952,0.0085287067633785,0.603769554310595,0.280145261015786,0.0732396822564683,0.226506362546654,0.158852484116311,0.285592482325615,0.00393865298334708,0.00222545538056424,0.634272064814406,0.266275043835134
0.034119099680435,0.250847347251039,0.035209080119191,0.490255536082446,0.740552217614639,0.112771118350664,0.726056190767281,0.414065578708772,0.0598000693827014,0.38969915705233,0.314756886154317,0.180386017192766,0.0716689761590612,0.0320904064885476,0.735218041579441,0.261761527219889
0.0291283177614845,0.349965183346616,0.0380201291995271,0.479442857175563,0.271886775682214,0.00145269940102994,0.756633635674192,0.109355662881641,0.0573996200456268,0.220795186877213,0.370959065223478,0.197173383579591,0.0228652048645532,0.00326831015708161,0.631884429882881,0.0947564729986475
0.03165654546265,0.121442594890995,0.0357234955306179,0.436826162704476,0.12571903310116,0.0947900028899521,0.622770374189203,0.388360434304415,0.0371059249025915,0.184668867096829,0.344772858983957,0.191104447172333,0.100894641985123,0.0298027638564965,0.540093715333161,0.109720159106604
0.0144640423176661,0.0742286684925073,0.0258411191324874,0.486348173895505,0.267370322618211,0.138664961225532,0.616065905333266,0.292600505303408,0.0395196451982808,0.297091418956503,0.192452355746418,0.149871974851875,0.0191576785585852,0.0111479969986458,0.606781048937173,0.0519604903011966
0.0323762227625772,0.123301973851715,0.0395056183026722,0.504565350355845,0.192608497950833,0.00469408702370511,0.741056495910003,0.115108742931418,0.093632817556266,0.419152250914998,0.459714339461049,0.211741946252592,0.0407151364394927,0.00995124496940334,0.4754339193599,0.0552170406282895
0.0279361418193022,0.0688333622145376,0.0266275030997709,0.477196341014989,0.245391910936264,0.0257569292735508,0.585578531288935,0.600238516141572,0.035621441333335,0.128369115287165,0.157332944293269,0.248507467734542,0.113589042086812,0.00854126828065786,0.577428294722505,0.237115489113903
0.0280073008943972,0.0884038663606744,0.0367169492993102,0.502679183340488,0.274018719134951,0.0365688230045167,0.640837389437507,0.348804282239432,0.0203881321376592,0.271118170866496,0.210335571387516,0.207554550696353,0.326335455592084,0.00881625315279464,0.903629954359817,0.224303330881405
0.0277426577190442,0.0704362948574794,0.0336935509394166,0.613233042499337,0.275369478282764,0.0117251650716798,0.623880456996843,0.308302324564601,0.0645846990798964,0.126283972972121,0.247253599030467,0.279725060911752,0.0329178469866666,0.00934987754939417,0.533180109995819,0.288283886554202
0.035593413019963,0.176557046845676,0.0282692483646798,0.608350490041729,0.487223552298723,0.0083289675451384,0.717499942998211,0.324881491990944,0.0936563297852997,0.172333151355271,0.286686673245791,0.200932899223609,0.0504694770572682,0.00672333745245276,0.463826064965599,0.177389442017784
0.0288285219090485,0.182133042041036,0.036097411786664,0.538909667384954,0.756221467763791,0.0214590684537365,0.800140396203564,0.51292877235469,0.0289011633163359,0.179719656785848,0.260997640299117,0.261981204546319,0.0663600140901802,0.0184116856874499,0.653216784029579,0.267501445307504
0.0287606056591331,0.115264315844617,0.0360466485912632,0.59293736916405,0.29653614147167,0.0140048053558053,0.650027359858204,0.320807322781003,0.0352913398555268,0.187997929018428,0.377981757682163,0.314893932730139,0.047672689314685,0.00630229758856013,0.508852288099289,0.18886733979855
0.0215104515648308,0.112144420978588,0.0341161664099297,0.529537269129866,0.306749882723528,0.0110528397711748,0.871648125760707,0.34096418033217,0.0732531819929682,0.30666343442294,0.378887271490149,0.37657256227832,0.391571487468552,0.0156009329053094,0.546873577229352,0.18311355474567
0.0256464228576036,0.145159403580283,0.0374867014229666,0.514607168041408,0.488455739084798,0.0291690124770515,0.739338294089297,0.552481583933298,0.0392844402655769,0.183431373667058,0.325315270289561,0.191138896197687,0.0255575731153819,0.0152489654795629,0.692591896595288,0.659507745272901
0.015468232166858,0.100392425499608,0.0428234883487803,0.738174511391967,0.165638187163956,0.110424762414781,0.65748922992888,0.743727823624972,0.0241852211180718,0.212412070082909,0.14207228741174,0.218448380743858,0.0130440550203127,0.0159280422370416,0.790348934519003,0.252291523639538
0.012332433078615,0.204524178519143,0.0347550825082199,0.756302701734112,0.736557117397422,0.0237155762395504,0.745625167185308,0.394234906744359,0.139070260772379,0.148684494148464,0.059967474103916,0.329432963139554,0.0227934199907883,0.0276871868291741,0.567855466446229,0.475511637638509
0.0268349905448425,0.0637949112252141,0.0312920107625794,0.684637315795333,0.135000427001427,0.0106631949925367,0.786677444612637,0.38495252167451,0.153063803121155,0.188711691806,0.0186496526189437,0.289095613363601,0.0103004204625621,0.0167871281382365,0.536115764002641,0.602996447938672
0.00986665997704265,0.409525947991682,0.866726278280301,1,0.805237699716569,0.0841333030482131,0.675646293376206,0.875379434146574,0.112728469077291,0.248935298259773,0.264029056001627,0.550010243541901,0.017602529095868,0.0432596620336173,0.537442258806075,0.660305130194288
0.02657799071962,0.149313342453939,0.0212367205490076,0.701767506852177,0.754829409619362,0.0144714875176124,0.682825279723232,0.247313588422211,0.0861892417296746,0.193991783934986,0.182802420699586,0.328797284693532,0.00229342818737912,0.0114061082062372,0.483223514604762,0.231594208688252
0.0327963136770296,0.0875298178033091,0.0279889995448583,0.746105430773798,0.302047679647452,0.00924075254348893,0.585439967919611,0.179674508844983,0.0494839744480862,0.208485198354569,0.226723749020264,0.293753410452194,0.0113162260432136,0.00452386003173773,0.714324413757214,0.10468634157486
0.0238209636661189,0.3140995478773,0.0304749362936375,0.770019922610939,0.350949834191541,0.0131474040015006,0.818228908424447,0.414039179478029,0.0479024200078362,0.298891584544006,0.260515880687961,0.396643690231178,0.0150975874054256,0.00552094378127666,0.726376359652855,0.156194824672077
0.0273810087136117,0.0834346731800392,0.0382247510440584,0.640596678110298,0.196780209922735,0.0213151058452352,0.68036990082202,0.576866642166927,0.0303838829789437,0.0866608784109161,0.284978962740578,0.178771874376679,0.0261143511659219,0.0196375477096284,0.369476491981837,0.695602877786625
0.0124443666902797,0.122920941305425,0.0502893816679461,0.804453471159313,0.278396852551381,0.0089553707346744,0.62379662214445,0.246064730647965,0.0867100247414951,0.147454420833737,0.450842222730192,0.401719550957963,0.0177428139693959,0.00559898788733924,0.523931012974066,0.182697260174263
0.0260802141730948,0.191344550528457,0.0258952386339204,0.7205416057262,0.302717719530586,0.000778553954029046,0.794373567858554,0.200692653379403,0.0517958812504484,0.210634882065293,0.247347358629043,0.214596549050218,0.0123216473547675,0.00613866093431582,0.678866478692779,0.156759707908588
0.0293775882780815,0.0787904416444299,0.0261499942378621,0.665641774376296,0.207898347414057,0.00996262650924261,0.851070988083332,0.180659557380137,0.111122436017077,0.0962190375042921,0.23429335014561,0.368781510762072,0.0129515418750738,0.0100904122855141,0.367421214716708,0.458566100297519
0.0114861179260556,0.0954899287082702,0.0306490052705152,0.757791022689792,0.273042358140179,0.0100053781213163,0.64508070960379,0.270959733398944,0.0502620965225842,0.383946861964043,0.310833674914623,0.40286267506612,0.0493128467994611,0.0107230059882848,0.585781774004305,0.268135573662799
0.0109188245949707,0.214554177967109,0.0260348740051082,0.833437292607035,0.30266554774967,0.00125697677677799,0.66859495819009,0.210510245477817,0.130423245940291,0.252582068176384,0.440340356165831,0.43071696957505,0.0712570493186513,0.0119293446427263,0.326015551647321,0.618854349531167
0.0456274708474736,0.412106893503022,0.0292753405919093,0.578734747923113,0.76543483140337,0.0174823876364625,0.643187685077046,0.384821086576215,0.144420137069476,0.590950207689352,0.177556212205961,0.200953486193578,0.531797886714618,0.0637007201467421,0.622819049810106,0.369655764106962
0.0481039634243242,0.346732658867743,0.0311502768990692,0.530014015139252,0.214384189962475,0.025075388557249,0.580136426242982,0.259389007997891,0.0708950596027598,0.675844617764634,0.200650042121745,0.260623786758417,0.298944802134261,0.0165713983145042,0.580816835862373,0.17111969437612
0.0500729050375204,0.35201566640622,0.04173929261607,0.433352288407193,0.233027567371028,0.0625541264652516,0.588373597323533,0.286514841877963,0.103894012457686,0.101543441264333,0.0997033820254566,0.210276952997435,0.167416001997566,0.020706228736383,0.388532806950055,0.182073013470392
0.0630088670678862,0.490759238302135,0.039313416912881,0.493054224208623,0.0836544486968891,0.0463001911284688,0.612081647137459,0.360498846015706,0.0473282239423548,0.168371132818572,0.427663420791173,0.346027742033288,0.214721818005155,0.0398679194546955,0.406653847334564,0.357126274669705
0.0542041144601743,0.467048796741143,0.035827460412652,0.483210593534201,0.172226497586036,0.0588722141407715,0.603634397244471,0.277718043224964,0.111185994932647,0.183686441813056,0.316262334085156,0.113727005608874,0.08668578915974,0.0286202082319791,0.407243371512287,0.0963304520417048
0.0557987914707928,0.525678031385939,0.03579587802383,0.533606007060386,0.128625692924639,0.0690513169960755,0.616895804471036,0.638096469605366,0.0531742675180165,0.152100981955213,0.232813449062357,0.337599917064549,0.575419276876424,0.0357675706127248,0.34590683526332,0.297929045984772
0.0385981478480367,0.0911693725148919,0.0334195310430837,0.587464975861118,0.114717930851992,0.0429967878907371,0.585273534703182,0.477813239598416,0.0594018782051849,0.135284224257128,0.231128965077455,0.384393163742703,0.302502696678715,0.0032094643097985,0.291777047314434,0.0758002738667819
0.0387970551387115,0.194511162182238,0.0431441636445856,0.793976936364598,0.271265686354734,0.0132206363435622,0.565455060482944,0.198036766582577,0.060802695323501,0.189099723036931,0.371076213521728,0.382606633279336,0.434892859717904,0.00579321032532703,0.536333164780125,0.101980796160164
0.0501705506527775,0.208867707652801,0.0406776712706221,0.80735712747126,0.117119037149967,0.0113403674969641,0.572013981178989,0.212387981200376,0.0574153137789245,0.174958114675044,0.413061533163089,0.474552411053493,1,0.00399995145055371,0.391242736991666,0.166032172205169
0.0445018935091411,0.233365437483604,0.0388433493413165,0.611562874184507,0.265071328332829,0.00616290484479199,0.603134801350116,0.279348303449663,0.0308325707600739,0.132161057495258,0.206879350366637,0.294386251974422,0.508397197022487,0.00263855644639473,0.335227320868487,0.134005952745903
0.0365712443466906,0.317834552401671,0.041382226618998,0.568195588620475,0.123417006806669,0.0085027858886561,0.651788658640237,0.311555595732563,0.0482027260123895,0.0890521827049549,0.244838150513756,0.283292205018663,0.685812136350791,0.0046602634476169,0.342103832866454,0.131871072974676
0.0281318583128398,0.198501386334627,0.0352600381540157,0.524554278996165,0.149211811284407,0.0181186929445417,0.662094598653949,0.246360206214547,0.05356755072709,0.115884934764867,0.247243130989094,0.302575998739691,0.149971979480996,0.0127685172943337,0.345571032777865,0.0881018854919253
0.0455077215844935,0.267238896003205,0.0403274299447399,0.526172823782463,0.165054820474867,0.0310221866040496,0.614609779147468,0.21750825448368,0.066271479041531,0.198450016015066,0.300156304263838,0.375978386187169,0.634178216178787,0.0161669690530603,0.40805615586636,0.109104051291921
0.0296676128071661,0.303182077444032,0.0352669012757135,0.507690373193828,0.120711570216748,0.0274901668887956,0.616074068040139,0.234747439762196,0.0689716121564116,0.173737875678032,0.323819233743423,0.390810688433676,0.279546464862234,0.0140686591870893,0.338634558483003,0.149861119934937
0.0231059076210729,0.250804465488436,0.0332166123091229,0.529118453271995,0.15510673997668,0.0211904624274247,0.643824663775431,0.191555716512716,0.0761983502165986,0.263437023095201,0.364899049540036,0.39059243976632,0.206189563466925,0.01157897639037,0.298730179939492,0.136435400391218
0.0308352641901027,0.333204416595103,0.0380504776445264,0.505655690558028,0.120784074406468,0.0576714434831306,0.701019728032499,0.291255667721296,0.0697184694543189,0.172053012103209,0.354602259057573,0.369818175617852,0.302066875800236,0.0332157973979195,0.421196496477042,0.194709376335772
0.037822220449283,0.885360376023635,0.0360341384186713,0.443345855814119,0.0858398322976595,0.0730769691033999,0.614975407665281,0.601811970833084,0.0394791774438223,0.183048512949171,0.280755095869054,0.320293996507762,0.494738165588973,0.0396257902621098,0.438894660856479,0.134720290999266
0.022709309278625,0.522376841956906,0.0311703564127794,0.508839384179027,0.107539327737906,0.0237466455219939,0.581600758991107,0.35549117457327,0.0443532098867157,0.174167738259173,0.265530003316751,0.218533634632564,0.0687549166522926,0.0223186743472352,0.490489078473258,0.123649638824245
0.264957010405417,0.117252796446029,0.0341514690323739,0.474567139045496,0.223191526772137,0.533285385724813,0.742940916967838,0.295973238982089,0.333264241695941,0.147593687544528,0.330923675118061,0.174263588109792,0.0176148532400493,0.165422716749939,0.661306099569257,0.192417984007269
0.319597486968956,0.131757493313563,0.0324683427311656,0.526764481333753,0.229308464351815,0.62817888710676,0.700450875250946,0.341748948223541,0.431536994163975,0.147736300570632,0.483414916693492,0.184583644599092,0.0277501567027914,0.344708788158133,0.485556410164104,0.283691330002361
0.35112201530807,0.188870471636442,0.0385538029652697,0.481051194384425,0.172030484122107,0.729153969821439,0.77113925349583,0.256377117950127,0.765222271253454,0.251578263956572,0.183080383951329,0.289860097981879,0.0674465655866716,0.142885979214025,0.56223542198901,0.236339751079961
0.138880346312109,0.104810638118553,0.0349365253400709,0.437986057319381,0.225126241918608,0.272872851613754,0.816781438981634,0.306534774119551,0.270141598219211,0.231467536694691,0.229918153876061,0.175405352160747,0.0620488940994281,0.209595347553568,0.48604359609981,0.158061254395521
0.2221331923717,0.133498638756077,0.0299834475560838,0.303329067258992,0.0980671078451374,1,0.792405279277484,0.458794350670743,0.417600528813438,0.169905546739687,0.166099923408498,0.117833526562713,0.0207135781672431,0.0717966442688383,0.472260329943568,0.229359631818257
0.228687482338396,0.145724492520024,0.0241472681380063,0.33717556353005,0.12462479790584,0.568534560372207,0.684148501806514,0.457391532526413,0.302008908614534,0.168445056274148,0.191126988349025,0.197141029945044,0.0631776479601648,0.166872251542222,0.510294474313207,0.186769094095219
0.554976674170491,0.232363916698473,0.0573269270985219,0.514307012272913,0.163687568577261,0.0201614762017594,0.649848017832845,0.326814813165686,0.530500023062069,0.103001936924361,0.40917892765072,0.166894037125106,0.0596891578340869,0.012734787743713,0.438750336634869,0.155010907211815
0.278482593582052,0.110886284091594,0.0335458621857777,0.41677484942194,0.124089659128701,0.00961418005320068,0.719877654477882,0.143016596430301,0.431354116702412,0.276980140944044,0.308381659656306,0.26753845178246,0.115501886699302,0.00809737395633721,0.601721505695677,0.104097950584005
0.466401285689322,0.063864096973971,0.0319229497915061,0.369106324835213,0.22600440082188,0.00528373159039443,0.644423639367698,0.157500187334229,0.738891646895887,0.135044141255233,0.367628409775868,0.165836605517305,0.0142442966761521,0.0195482359054906,0.430082121253965,0.15786580431889
0.345427816419551,0.280221905038991,0.0376689344891858,0.470105527655926,0.292770330367609,0.0317760857406067,0.80033484761038,0.385999628639543,0.737025398125084,0.162750842860121,0.122691846278181,0.118727948642411,0.00990611543145955,0.0161792491164875,0.592222194910631,0.112537205106671
0.155768523747658,0.0517466092102196,0.0314366690400252,0.383813142686121,0.25473442474855,0.00508104588412436,0.696133893373258,0.215743726300746,0.246166036336129,0.123330252030554,0.200156298396598,0.165062277956781,0.0390074644287482,0.00751935861613564,0.583973210543321,0.105583533556887
0.375199227213595,0.0488143685713546,0.0255419508401967,0.448396010191024,0.126773164938444,0.00363561449466365,0.647102031055656,0.120061227749122,0.416090695733861,0.270670647629437,0.275040349533747,0.203308289689207,0.0792726732576662,0.00869457380663467,0.776051659415547,0.0837452397851227
