"B11.e","Ba138.e","Li7.e","Mg24.e","Mn55.e","Pb208.e","Sr88.e","Zn66.e"
0.0764546916788075,0.0805634593087772,0.00469954503330531,0.418543734142178,0.0352135043016941,0.0224813001176666,0.326673402641563,0.396202268249152
0.0656406110266781,0.283184214501587,0.419528522184101,0.429225167042003,0.0136285986503821,0.0138954923246578,0.338951182411901,0.39596594595375
0.0647407727341604,0.155113984713648,0.32569862632651,0.495438994718404,0.0871942873073916,0.0132153693634721,0.488291176320617,0.37788659086246
0.0562693314109984,0.486610280402131,0.439244323119225,0.594296725668041,0.0736114023187508,0.0136655726742344,0.400961924575815,0.26457889051504
0.0606825823919487,0.262975286924636,0.44207314081837,0.653707233555162,0.0725140236656071,0.0160440533920858,0.448007778159005,0.558970548341864
0.0882382746096166,0.189972763546071,0.367459288249992,1,0.152487510762552,0.00488033886280873,0.308613487314756,0.487313931973601
0.138969155984147,0.187263729875288,0.474629115915887,0.583727994906108,0.0290392703163432,0.0102823629313241,0.481231865015938,0.450130434281665
0.0787823651594752,0.14701861894884,1,0.441929195876271,0.0280059345554935,0.00611340240989213,0.386496746144502,0.395727290714937
0.0548529912451791,0.162929939870598,0.387130329894844,0.818500129566303,0.111226976253107,0.0156467975063024,0.384002203664802,0.568869326926585
0.085559152449579,0.0697114258660316,0.539262421671975,0.599842891891153,0.0442251204380786,0.0098363484059146,0.411867391558709,0.231004159784396
0.0430895922010996,0.212751774407738,0.303659898264254,0.525326757571072,0.0493616297754928,0.0294110303783736,0.427537439660828,0.714650505390853
0.0362958922258027,0.268363448688213,0.296015069161799,0.355060528711136,0.0308723462413868,0.00960109586632251,0.363723826439103,0.255212473139213
0.0884925073872372,0.163746506528414,0.149879182961002,0.332770752333512,0.00926277423791966,0.029561639206736,0.416886348822804,0.413206801263437
0.0543988658233995,0.24088192889192,0.406903563358148,0.37671566596354,0.0459435630952541,0.0112732208976617,0.557506707319041,0.265882151024952
0.0753274462350266,0.174155188074971,0.438367350665162,0.359620467590424,0.0149790268279053,0.0149029958577688,0.675224808222729,0.259359156060383
0.0520619386071682,0.397152103313843,0.328223792780463,0.42055780821161,0.0142731444832302,0.0169246481013029,0.689035303295662,0.319042617599018
0.0419793807208755,0.272713935963538,0.226595860905666,0.327024783103282,0.0237460355150803,0.00450505645499565,0.605412973317949,0.31229762295839
0.0341890538488668,0.0934747166908096,0.115385932192485,0.252788625449365,0.00903414602188603,-0.000380377776620505,0.50860319937913,0.115669701335605
0.114313543843004,0.33199666921276,0.235836469630375,0.365266727497909,0.108889242174004,0.0110612377087295,0.673572114761687,0.370628918188002
0.0375224345141095,0.214027128817282,0.0816016283082638,0.357131997955803,0.0709701386702777,-0.000429327653323881,0.838040075774973,0.0803412905981711
0.103254615584859,0.168489126252978,0.032834772493632,0.405467804001466,0.0150097930375744,0.0051846342690249,0.621141676294512,0.247770155527677
0.0983257855754846,0.2989353644569,0.324936231655462,0.651269291051619,0.0201171269964536,-0.000285535860818511,0.417844755924385,0.131349071241571
0.0481710360250171,0.181685365239608,0.0810959685512494,0.407204361362654,0.0237289536717196,-0.000828284346085298,0.547774076488836,0.452967202460073
0.0918331895807773,0.268391168095681,0.342010253639148,0.435645901489723,0.0169852772013326,-0.00021506372371725,0.719235625436472,0.169459012484118
0.0774156950508496,0.309326924886833,0.389645951013904,0.380962454962184,0.0232940550321678,-0.000260486648250096,0.587850345312899,0.133632146429066
0.0437966135152156,0.363863258870777,0.0768355703629632,0.249582533079428,0.0235341255824961,-0.000405218803303428,0.62755362573239,0.141179156980231
0.0587351850465199,0.254798778916499,0.378923290807214,0.44165314396214,0.0369755792033069,0.00462883312727958,0.505924528021561,0.173585959404735
0.0185050180636957,0.153338512171079,-0.00130235342614649,0.154095037883755,0.022340073674147,0.0222146765193044,0.574184880069355,0.0921134691341604
0.0411659611186862,0.220658804796923,0.165095047341468,0.233064033545807,0.0385631589706944,0.033172293066624,0.589058917802771,0.10668394130495
0.0430882663634397,0.376550466962264,0.0844718211180617,0.271372835546429,0.0131152908730462,-0.000285029826296388,0.836624285074706,0.0865037881221644
0.0796233363703733,0.460793894016994,0.0574975931004944,0.378525823029556,0.0193458961809095,0.00487408730082567,1,0.103664323229779
0.0732396822564683,0.226506362546654,0.158852484116311,0.285592482325615,0.00393865298334708,0.00222545538056424,0.634272064814406,0.266275043835134
0.0598000693827014,0.38969915705233,0.314756886154317,0.180386017192766,0.0716689761590612,0.0320904064885476,0.735218041579441,0.261761527219889
0.0573996200456268,0.220795186877213,0.370959065223478,0.197173383579591,0.0228652048645532,0.00326831015708161,0.631884429882881,0.0947564729986475
0.0371059249025915,0.184668867096829,0.344772858983957,0.191104447172333,0.100894641985123,0.0298027638564965,0.540093715333161,0.109720159106604
0.0395196451982808,0.297091418956503,0.192452355746418,0.149871974851875,0.0191576785585852,0.0111479969986458,0.606781048937173,0.0519604903011966
0.093632817556266,0.419152250914998,0.459714339461049,0.211741946252592,0.0407151364394927,0.00995124496940334,0.4754339193599,0.0552170406282895
0.035621441333335,0.128369115287165,0.157332944293269,0.248507467734542,0.113589042086812,0.00854126828065786,0.577428294722505,0.237115489113903
0.0203881321376592,0.271118170866496,0.210335571387516,0.207554550696353,0.326335455592084,0.00881625315279464,0.903629954359817,0.224303330881405
0.0645846990798964,0.126283972972121,0.247253599030467,0.279725060911752,0.0329178469866666,0.00934987754939417,0.533180109995819,0.288283886554202
0.0936563297852997,0.172333151355271,0.286686673245791,0.200932899223609,0.0504694770572682,0.00672333745245276,0.463826064965599,0.177389442017784
0.0289011633163359,0.179719656785848,0.260997640299117,0.261981204546319,0.0663600140901802,0.0184116856874499,0.653216784029579,0.267501445307504
0.0352913398555268,0.187997929018428,0.377981757682163,0.314893932730139,0.047672689314685,0.00630229758856013,0.508852288099289,0.18886733979855
0.0732531819929682,0.30666343442294,0.378887271490149,0.37657256227832,0.391571487468552,0.0156009329053094,0.546873577229352,0.18311355474567
0.0392844402655769,0.183431373667058,0.325315270289561,0.191138896197687,0.0255575731153819,0.0152489654795629,0.692591896595288,0.659507745272901
0.0241852211180718,0.212412070082909,0.14207228741174,0.218448380743858,0.0130440550203127,0.0159280422370416,0.790348934519003,0.252291523639538
0.139070260772379,0.148684494148464,0.059967474103916,0.329432963139554,0.0227934199907883,0.0276871868291741,0.567855466446229,0.475511637638509
0.153063803121155,0.188711691806,-0.0186496526189437,0.289095613363601,0.0103004204625621,0.0167871281382365,0.536115764002641,0.602996447938672
0.112728469077291,0.248935298259773,0.264029056001627,0.550010243541901,0.017602529095868,0.0432596620336173,0.537442258806075,0.660305130194288
0.0861892417296746,0.193991783934986,0.182802420699586,0.328797284693532,0.00229342818737912,0.0114061082062372,0.483223514604762,0.231594208688252
0.0494839744480862,0.208485198354569,0.226723749020264,0.293753410452194,0.0113162260432136,0.00452386003173773,0.714324413757214,0.10468634157486
0.0479024200078362,0.298891584544006,0.260515880687961,0.396643690231178,0.0150975874054256,0.00552094378127666,0.726376359652855,0.156194824672077
0.0303838829789437,0.0866608784109161,0.284978962740578,0.178771874376679,0.0261143511659219,0.0196375477096284,0.369476491981837,0.695602877786625
0.0867100247414951,0.147454420833737,0.450842222730192,0.401719550957963,0.0177428139693959,0.00559898788733924,0.523931012974066,0.182697260174263
0.0517958812504484,0.210634882065293,0.247347358629043,0.214596549050218,0.0123216473547675,0.00613866093431582,0.678866478692779,0.156759707908588
0.111122436017077,0.0962190375042921,0.23429335014561,0.368781510762072,0.0129515418750738,0.0100904122855141,0.367421214716708,0.458566100297519
0.0502620965225842,0.383946861964043,0.310833674914623,0.40286267506612,0.0493128467994611,0.0107230059882848,0.585781774004305,0.268135573662799
0.130423245940291,0.252582068176384,0.440340356165831,0.43071696957505,0.0712570493186513,0.0119293446427263,0.326015551647321,0.618854349531167
0.144420137069476,0.590950207689352,0.177556212205961,0.200953486193578,0.531797886714618,0.0637007201467421,0.622819049810106,0.369655764106962
0.0708950596027598,0.675844617764634,0.200650042121745,0.260623786758417,0.298944802134261,0.0165713983145042,0.580816835862373,0.17111969437612
0.103894012457686,0.101543441264333,0.0997033820254566,0.210276952997435,0.167416001997566,0.020706228736383,0.388532806950055,0.182073013470392
0.0473282239423548,0.168371132818572,0.427663420791173,0.346027742033288,0.214721818005155,0.0398679194546955,0.406653847334564,0.357126274669705
0.111185994932647,0.183686441813056,0.316262334085156,0.113727005608874,0.08668578915974,0.0286202082319791,0.407243371512287,0.0963304520417048
0.0531742675180165,0.152100981955213,0.232813449062357,0.337599917064549,0.575419276876424,0.0357675706127248,0.34590683526332,0.297929045984772
0.0594018782051849,0.135284224257128,0.231128965077455,0.384393163742703,0.302502696678715,0.0032094643097985,0.291777047314434,0.0758002738667819
0.060802695323501,0.189099723036931,0.371076213521728,0.382606633279336,0.434892859717904,0.00579321032532703,0.536333164780125,0.101980796160164
0.0574153137789245,0.174958114675044,0.413061533163089,0.474552411053493,1,0.00399995145055371,0.391242736991666,0.166032172205169
0.0308325707600739,0.132161057495258,0.206879350366637,0.294386251974422,0.508397197022487,0.00263855644639473,0.335227320868487,0.134005952745903
0.0482027260123895,0.0890521827049549,0.244838150513756,0.283292205018663,0.685812136350791,0.0046602634476169,0.342103832866454,0.131871072974676
0.05356755072709,0.115884934764867,0.247243130989094,0.302575998739691,0.149971979480996,0.0127685172943337,0.345571032777865,0.0881018854919253
0.066271479041531,0.198450016015066,0.300156304263838,0.375978386187169,0.634178216178787,0.0161669690530603,0.40805615586636,0.109104051291921
0.0689716121564116,0.173737875678032,0.323819233743423,0.390810688433676,0.279546464862234,0.0140686591870893,0.338634558483003,0.149861119934937
0.0761983502165986,0.263437023095201,0.364899049540036,0.39059243976632,0.206189563466925,0.01157897639037,0.298730179939492,0.136435400391218
0.0697184694543189,0.172053012103209,0.354602259057573,0.369818175617852,0.302066875800236,0.0332157973979195,0.421196496477042,0.194709376335772
0.0394791774438223,0.183048512949171,0.280755095869054,0.320293996507762,0.494738165588973,0.0396257902621098,0.438894660856479,0.134720290999266
0.0443532098867157,0.174167738259173,0.265530003316751,0.218533634632564,0.0687549166522926,0.0223186743472352,0.490489078473258,0.123649638824245
0.595110830194441,0.141339797139982,0.323804421730566,0.175127153999131,0.0209625445324848,0.0750776561946592,0.598397863141631,0.148190943208227
0.333264241695941,0.147593687544528,0.330923675118061,0.174263588109792,0.0176148532400493,0.165422716749939,0.661306099569257,0.192417984007269
0.431536994163975,0.147736300570632,0.483414916693492,0.184583644599092,0.0277501567027914,0.344708788158133,0.485556410164104,0.283691330002361
0.765222271253454,0.251578263956572,0.183080383951329,0.289860097981879,0.0674465655866716,0.142885979214025,0.56223542198901,0.236339751079961
0.270141598219211,0.231467536694691,0.229918153876061,0.175405352160747,0.0620488940994281,0.209595347553568,0.48604359609981,0.158061254395521
0.417600528813438,0.169905546739687,0.166099923408498,0.117833526562713,0.0207135781672431,0.0717966442688383,0.472260329943568,0.229359631818257
0.302008908614534,0.168445056274148,0.191126988349025,0.197141029945044,0.0631776479601648,0.166872251542222,0.510294474313207,0.186769094095219
0.530500023062069,0.103001936924361,0.40917892765072,0.166894037125106,0.0596891578340869,0.012734787743713,0.438750336634869,0.155010907211815
0.431354116702412,0.276980140944044,0.308381659656306,0.26753845178246,0.115501886699302,0.00809737395633721,0.601721505695677,0.104097950584005
0.738891646895887,0.135044141255233,0.367628409775868,0.165836605517305,0.0142442966761521,0.0195482359054906,0.430082121253965,0.15786580431889
0.737025398125084,0.162750842860121,0.122691846278181,0.118727948642411,0.00990611543145955,0.0161792491164875,0.592222194910631,0.112537205106671
0.246166036336129,0.123330252030554,0.200156298396598,0.165062277956781,0.0390074644287482,0.00751935861613564,0.583973210543321,0.105583533556887
0.416090695733861,0.270670647629437,0.275040349533747,0.203308289689207,0.0792726732576662,0.00869457380663467,0.776051659415547,0.0837452397851227
0.431549505905302,0.365879008070088,0.471704417555637,0.301736271471834,0.21405274463773,0.00619666757854613,0.707841461586795,0.728907208510891
0.316835200317436,0.143536422018391,0.238049021800114,0.15653859552566,0.0300218625999626,0.00899168066622916,0.615302744408907,0.0903652443173583
0.318527088117449,0.309370627183149,0.410397731029006,0.17044805933923,0.0466848434819411,-0.000938889660971632,0.683396078335764,0.0732927608193953
0.179489071923179,0.229145786013193,0.263258530775389,0.1008578340721,0.0152006341764855,0.000860041019873058,0.491458156247544,0.0619831380948552
0.148194868082772,0.376464984049026,0.269649185346433,0.0951886567276575,0.0231197104720588,0.000113370637395508,0.613484768581287,0.0644145626589248
0.285294227320904,0.154427139622699,0.148697306661406,0.130604029728959,0.034032948469544,-1.81340395561159e-05,0.447456025497399,0.236072054069141
0.25886027864602,0.268973772101228,0.279559475283537,0.116054293184177,0.0745740975899899,-0.00049004077332716,0.548950943984308,0.0645173642817288
0.240485854978059,0.215200583872219,0.23159880644269,0.20100206106342,0.0311219191233897,0.000161102570370265,0.611032849204043,0.0464461166717248
0.183807170054143,0.263169060724317,0.174393540261116,0.113098910876612,0.0340302432600932,-0.000252432645701359,0.493385130961758,0.0801830072236684
0.184370799956989,0.265192340664598,0.406490821859666,0.160225444069286,0.0170154685580514,0.00103729248582215,0.573900296609004,0.0538587859076472
0.231829829703644,0.136793582506281,0.393566770523121,0.169358285190511,0.0474012535161974,0.0250031275143924,0.453879033071355,0.0402377483510259
0.321562434844814,0.240463835392676,0.293940646207626,0.184763461584665,0.0228554491296379,0.0235050621209941,0.617080514957412,0.170155067643227
0.22202845039493,0.214896293642261,0.299399639007778,0.117867314298999,0.0350617010357977,0.0308354735860673,0.635488042479049,0.0692151065830316
0.345835774606394,0.219586465912617,0.0868823959511697,0.134640328379032,0.0536317996355749,0.0560509807492764,0.741939517351195,0.203554027435122
0.39820297515166,0.292049779464956,0.405496121025534,0.259836477541632,0.0668007252245389,0.041691844116328,0.40511993470435,0.263486609613046
0.463528574312909,0.270032063396154,0.318004398939771,0.215208812890672,0.0568915087106301,0.0417309567506647,0.647997488462604,0.1527037861616
0.884619591718297,0.193441056819798,0.328296092672817,0.249490102047601,0.054916149799215,0.0122066484792482,0.575715870830955,0.0520560189075737
0.292782112958785,0.284170556270265,0.181422990008776,0.104058924542102,0.021992328126218,0.0442298906928512,0.728917680758832,0.228892887260083
0.632892077094671,0.459789691038299,0.160028544652861,0.203847446534238,0.0253364042833361,0.0074918242104861,0.701696756507502,0.195717070898254
0.565699126241466,0.379393665674615,0.40954264836091,0.198828336899621,0.0389085643531439,0.000303630669217156,0.615311743549239,0.0366146595230855
0.78464957463291,0.226804873047781,0.31332265876512,0.212060143669317,0.0257131275515621,0.0117227845390679,0.50609745252628,0.100970310126268
0.865825752361263,0.379816170471878,0.32826908288988,0.252527692194289,0.114943205631699,0.00681155362873655,0.643636309722922,0.110154801846155
0.634086068724302,0.329052472301029,0.149468772306547,0.0812583986890196,0.00468133776613375,0.0131573406739388,0.723505637408581,0.0553623519232529
0.704479484096718,0.291368507928229,0.331939121072892,0.145396424623463,0.0246455334487906,0.00651955120496927,0.657542435964412,0.0805830985334887
0.56079223248684,0.159092601302611,0.359933228132396,0.157699137545431,0.0225773993164202,-0.000135006561479238,0.456203701451592,0.0472330235336758
0.679555248696063,0.193005818621576,0.206938991965941,0.148374350621438,0.0317155124816238,0.00674848367620665,0.454495339577394,0.128057429734128
0.407924861157425,0.350872040623249,0.194660467633379,0.165282941881256,0.0203483738479081,0.0101085195388418,0.621904813903696,0.524687288451269
0.578908328022876,0.479333342962943,0.23566529291004,0.150071011680747,0.0913463669094293,0.212165757879373,0.582202977783814,0.171739434080207
0.594375516896665,0.268529183692671,0.28629885035743,0.230512132713994,0.0485419802742641,0.219431299677383,0.540732195753598,0.163675896692843
0.757439435714065,0.579375653454261,0.334158639206076,0.291674446047032,0.0824493332002646,0.142211188904962,0.64351921775421,0.071277210686165
0.832864654804542,0.386783200976827,0.233529414493851,0.158130272850547,0.0411545294619262,0.197830542059492,0.52348706854385,0.224969089252518
0.690019494542596,0.242893934147084,0.268031575717636,0.223179388607688,0.135412331526754,0.117005583223659,0.455180914729721,0.135344068842684
1,0.652730456678764,0.37850249790593,0.273035617879939,0.0287130463279161,0.208977579613366,0.644143026926402,0.376569385107021
0.883407401582764,1,0.195114895870437,0.153874572361227,0.0222859971141542,0.0422415147082104,0.886717528167767,0.193371462919181
0.951896722706282,0.363425173958198,0.385631286111567,0.26373510908092,0.058086474533257,0.0372442927749196,0.512134751109108,0.222073634689963
0.676280366459357,0.581249322683846,0.402866401465879,0.152354395782999,0.0352261425332562,0.0308097814447566,0.639813818038886,0.272770029725
0.822342749258966,0.632872091837105,0.329750669420784,0.295072885852623,0.116660060054845,0.03855514761822,0.774447244391168,0.335022195389853
0.90109747924673,0.405988411615442,0.253437966432762,0.131101719675228,0.0232077845040558,0.0277018644970862,0.652654625367689,0.338464970902604
0.696200027160032,0.470526866488715,0.383388287949033,0.21053195244421,0.00868732797665897,0.0239688715320108,0.507118683834316,0.201770198784364
0.798472714988416,0.131678029015891,0.232068037282881,0.146925094092754,0.010525033380419,0.00831696567861774,0.483378866009863,0.14802400959104
0.910232676871093,0.536785023985033,0.375864932850376,0.231115603961376,0.0303846456174767,0.0106092203421343,0.561021837311501,0.241773438629245
0.746743305451731,0.328117762923283,0.32370633089131,0.155307647265399,0.0347312315343903,0.0196489243897256,0.702114373630966,0.114974141175987
0.786817166688119,0.151844874312104,0.142106072196073,0.189095413177972,0.0385763690291157,0.0125920740968993,0.633092143948161,0.186725471734822
0.753909955759884,0.522462724261116,0.251099077092372,0.127540952577986,0.021749475554741,0.0131618950438995,0.535186273845815,0.0947511844279242
0.655835508453782,0.447663525602494,0.196036951419986,0.181674840808393,0.0294269124167076,0.00926789385286881,0.612508015862826,0.0833596269709022
0.382695344608081,0.272753267494936,0.368847712423048,0.116498667256728,0.0246686892597752,0.0174622563567559,0.656405004845016,0.0630444172075054
0.513171998139596,0.211126708011961,0.222263885159732,0.144453595579265,0.0288488467316192,0.0111418581521635,0.566235359757629,0.171881771956888
0.807568824276958,0.584262935282568,0.273305356917109,0.243532682587085,0.0532538212700016,0.00798518321674419,0.667692662232735,0.135548244294628
0.0603250697330108,0.203233833518506,0.201351774515174,0.150473324257757,0.0258090301158715,0.0289828020863824,0.637688083325714,0.147475261736728
0.0504434088426717,0.166426242915111,0.398539122832842,0.260913129710555,0.0325713916549729,0.0300489330286398,0.532677964507981,0.202547307612444
0.0742003337616785,0.37932710782405,0.154423398356487,0.204764866903875,0.0469549001945081,0.0423589896832255,0.495866054395828,0.302957558728641
0.0360172889414967,0.173348709758166,0.281028850206531,0.135612949408255,0.0309947000298273,0.0451657723551961,0.498802165833697,0.164474038619948
0.0538088717473228,0.137632216568098,0.455767761108695,0.159030103226802,0.0135072676807143,0.042660649490503,0.450060379322768,0.238288391638035
0.025779090866752,0.185140872684014,0.243764601172766,0.140173902005989,0.0134932584791847,0.0210401756084746,0.629034728800818,0.0880349368450651
0.0205390734032691,0.217693026164692,0.270882003125076,0.152231817530734,0.0635837992333539,0.060026645031754,0.569350927252118,0.353254915405497
0.0287531294785467,0.245001892494372,0.324984248370834,0.143746315978363,0.023321138500631,0.0216639072772281,0.711965004990252,0.102149587154482
0.0984256997980782,0.536101531811268,0.313115916608531,0.327264931900035,0.0525316659642176,0.025428324221653,0.60895998132421,0.182040236142374
0.0469580722182208,0.284552143392307,0.247887864808682,0.175282339386248,0.0343838457086862,0.0195798130759914,0.610448892136386,0.103660877255997
0.0512313610318401,0.812170327305526,0.361121003775528,0.161719296291739,0.0343792945952931,0.0205295156025102,0.545643256284146,0.138112810583663
0.0551835488364291,0.978666704589551,0.248157214841738,0.27375007784329,0.0184883805763647,0.0187035101487309,0.508194368898148,0.236410013157886
0.0538364152544406,0.232466390582737,0.14081084414517,0.167466654988164,0.0159317859234057,0.00452677291554918,0.599908895415618,0.0659965663184093
0.0447305436713662,0.222602984672262,0.31286658327282,0.113854447960796,0.0114600408461468,0.0312335174729095,0.601883364001818,1
0.050489142784789,0.176050033277706,0.164187840890159,0.131955970178777,0.0301089299291507,0.0203003785010813,0.55108745501674,0.136215337877941
0.0291529373531189,0.180022594019095,0.303515561398308,0.0865326747186564,0.0148782431439599,0.0198274540684171,0.588091858897075,0.0637874271123001
