7I,2,D,2/2/2015,MukSok,Mukho,0.121813883,0.778836033,139.8761781,93.74236946,15.68802594,1.574721134,-0.974479802,-0.362842194,1.606680587,0.008725205,4316.659823,5361.530986,0.533238655,2.359283631,-0.006499073,0.189120621
7I,2,D,2/2/2015,MukSok,Mukho,1.201544083,4.913053424,119.8572366,95.5353725,19.01576595,0.326694712,0.216713348,0.10879683,1.076286611,0.008086495,4029.307993,4874.21784,0.494204065,2.760099368,-0.006023322,-0.028709074
7I,2,D,2/2/2015,MukSok,Mukho,-0.427694766,2.793065462,160.8559334,66.07919779,15.99253994,1.559004991,0.21483863,0.990311092,1.476185545,0.29661202,3820.15505,4153.167206,-0.056685984,3.790614743,-0.005971216,-0.028460721
7I,2,D,2/2/2015,MukSok,Mukho,0.934596065,1.026463767,150.3770918,82.47938541,23.14455495,-0.983718453,-0.488067926,0.787634049,0.943534765,-0.609465431,6168.801178,5687.805708,-0.081313354,4.739391377,-0.008565426,-0.040825554
7I,2,D,2/2/2015,MukSok,Mukho,-0.431426902,-0.325984587,154.6452094,83.96623946,21.89943838,1.006798768,-0.343215877,0.998952712,1.076286611,-0.719698034,3800.188186,4049.893342,-0.057180636,2.350207022,-0.006023322,0.073283689
7I,2,D,2/2/2015,MukSok,Mukho,0.780404713,3.345516956,159.9769565,103.1643033,9.223984071,1.329877601,0.423551918,1.714688543,0.78786869,0.096021645,4366.987146,5719.588487,0.586833837,4.346076311,-0.007152287,0.208128909
7I,2,D,2/2/2015,MukSok,Mukho,1.323304784,0.794970291,116.4632637,57.52333399,16.50283148,0.484430489,-0.994666988,-0.370358782,0.276133629,0.089059547,6303.875842,5693.538832,-0.062975142,4.661701733,-0.006633706,-0.031618361
7I,2,D,2/2/2015,MukSok,Mukho,0.121813883,0.778836033,120.3685205,65.69471524,17.56108102,-0.380102295,0.686946726,1.077854753,2.052064323,1.029574145,3899.481507,3892.588153,-0.061697034,4.921081159,-0.006499073,0.079071984
7I,2,D,2/2/2015,MukSok,Mukho,0.14773204,6.429018932,187.2040438,117.4630768,22.98713242,-0.757134523,-0.632293199,-0.440043583,2.488678964,-0.084653226,6339.64218,4751.83218,-0.07482422,3.718811637,-0.00788187,0.229359532
7I,2,D,2/2/2015,MukSok,Mukho,0.126388776,4.327171937,148.4018096,100.4928555,12.56708413,0.239051405,-0.384232771,1.118335118,0.742800249,-0.316851222,4276.605164,6083.518247,-0.064014154,4.189060104,-0.006743154,-0.032140026
7I,2,D,2/2/2015,MukSok,Mukho,1.444706473,3.19849294,132.478169,76.66817332,13.70547112,0.833126507,-0.168175886,0.458331663,0.207475779,-0.354653668,3886.5867,3971.543284,-0.047317006,3.434914655,-0.004984302,0.060642291
7I,2,D,2/2/2015,MukSok,Mukho,0.099829788,0.638277294,122.6418121,69.14547336,13.88433865,1.690784333,-0.179710775,0.489767828,0.586710254,0.135860304,3517.219251,4077.842167,-0.050562396,2.947055711,-0.005326167,-0.025386209
7I,2,D,2/2/2015,MukSok,Mukho,0.1493426,5.113041884,124.5614085,95.80683075,14.28008569,1.182124517,0.657017777,-0.444840894,1.969774298,-0.566941711,4172.4499,4995.427581,-0.075639946,6.466102881,-0.007967798,-0.037977067
7I,2,D,2/2/2015,MukSok,Mukho,0.101837942,1.596286212,98.31839537,78.36980289,6.748266418,0.090538755,0.574296125,-0.704820921,1.34320523,-0.386602197,3910.902672,4730.715097,-0.051579499,3.375341334,-0.005433307,0.250109272
7I,2,D,2/2/2015,MukSok,Mukho,0.7315547,-0.362854758,141.0857961,74.19485742,14.90656384,3.263271082,0.085409632,2.598192442,2.576421467,-0.072008879,4945.51735,5182.92681,-0.063647996,4.074030438,0.106435269,-0.031956186
7I,2,D,2/2/2015,MukSok,Mukho,0.976262955,0.586486238,94.74594896,35.40519584,10.99756935,1.737480765,-0.392601897,3.704687525,0.874490385,0.065703334,4010.729914,5158.363823,-0.046459666,5.767776057,-0.004893991,-0.023326323
